0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.652,0.196,0.652,0.283,0.609,0.304,0.609,0.37,0.609,0.435,0.696,0.304,0.696,0.37,0.696,0.457,0.63,0.457,0.63,0.543,0.63,0.63,0.674,0.457,0.674,0.543,0.652,0.63,0.652,0.37,2.0
0.652,0.196,0.652,0.283,0.609,0.304,0.609,0.37,0.609,0.435,0.696,0.304,0.696,0.37,0.696,0.457,0.63,0.457,0.63,0.543,0.63,0.63,0.674,0.457,0.674,0.543,0.652,0.63,0.652,0.37,2.0
0.652,0.196,0.652,0.283,0.609,0.304,0.609,0.37,0.609,0.435,0.696,0.304,0.696,0.37,0.696,0.457,0.63,0.457,0.63,0.543,0.63,0.63,0.674,0.457,0.674,0.543,0.674,0.63,0.652,0.37,2.0
0.652,0.196,0.652,0.261,0.609,0.304,0.609,0.37,0.609,0.435,0.696,0.304,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.63,0.674,0.457,0.674,0.543,0.674,0.63,0.652,0.37,2.0
0.652,0.196,0.652,0.261,0.609,0.304,0.609,0.37,0.609,0.435,0.696,0.304,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.63,0.674,0.457,0.674,0.543,0.652,0.63,0.652,0.37,2.0
0.652,0.196,0.652,0.261,0.609,0.304,0.609,0.37,0.609,0.435,0.696,0.283,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.63,0.674,0.457,0.674,0.543,0.652,0.652,0.652,0.37,2.0
0.652,0.196,0.652,0.261,0.609,0.304,0.609,0.37,0.609,0.413,0.696,0.304,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.652,0.674,0.457,0.674,0.543,0.674,0.652,0.652,0.37,2.0
0.652,0.196,0.652,0.261,0.609,0.304,0.609,0.37,0.609,0.413,0.674,0.283,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.652,0.674,0.435,0.674,0.543,0.674,0.63,0.652,0.37,2.0
0.652,0.196,0.652,0.261,0.609,0.304,0.587,0.37,0.587,0.391,0.674,0.283,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.652,0.674,0.435,0.674,0.543,0.674,0.63,0.652,0.37,2.0
0.63,0.196,0.63,0.261,0.609,0.304,0.587,0.348,0.587,0.391,0.674,0.283,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.652,0.674,0.457,0.674,0.543,0.674,0.652,0.652,0.37,2.0
0.63,0.174,0.63,0.261,0.609,0.304,0.587,0.37,0.609,0.37,0.674,0.283,0.696,0.348,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.652,0.674,0.435,0.696,0.543,0.696,0.63,0.652,0.37,2.0
0.63,0.174,0.63,0.261,0.587,0.304,0.587,0.37,0.609,0.391,0.674,0.283,0.696,0.348,0.696,0.435,0.63,0.457,0.63,0.543,0.63,0.652,0.674,0.457,0.674,0.543,0.674,0.652,0.63,0.37,2.0
0.63,0.174,0.63,0.261,0.587,0.304,0.587,0.37,0.587,0.457,0.674,0.283,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.652,0.63,0.37,2.0
0.63,0.196,0.63,0.261,0.587,0.304,0.587,0.37,0.587,0.457,0.674,0.283,0.696,0.37,0.696,0.435,0.63,0.457,0.63,0.565,0.63,0.652,0.652,0.457,0.652,0.543,0.674,0.652,0.63,0.37,2.0
0.609,0.174,0.63,0.261,0.587,0.304,0.587,0.37,0.587,0.457,0.674,0.283,0.696,0.37,0.696,0.435,0.609,0.457,0.63,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.652,0.63,0.37,2.0
0.609,0.174,0.63,0.261,0.587,0.304,0.565,0.37,0.587,0.457,0.674,0.304,0.696,0.37,0.696,0.435,0.609,0.457,0.63,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.652,0.63,0.37,2.0
0.609,0.174,0.609,0.261,0.587,0.304,0.565,0.37,0.565,0.457,0.674,0.283,0.674,0.37,0.696,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.652,0.63,0.37,2.0
0.609,0.174,0.609,0.261,0.587,0.304,0.565,0.37,0.565,0.457,0.652,0.283,0.674,0.37,0.696,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.652,0.63,0.37,2.0
0.609,0.174,0.609,0.261,0.565,0.304,0.565,0.37,0.565,0.457,0.652,0.283,0.674,0.37,0.674,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.63,0.63,0.37,2.0
0.609,0.174,0.609,0.261,0.565,0.304,0.565,0.37,0.565,0.457,0.652,0.283,0.674,0.37,0.674,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.63,0.63,0.37,2.0
0.609,0.174,0.609,0.261,0.565,0.304,0.565,0.37,0.543,0.435,0.652,0.283,0.674,0.37,0.674,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.652,0.609,0.37,2.0
0.587,0.174,0.609,0.261,0.565,0.304,0.565,0.37,0.565,0.435,0.652,0.283,0.674,0.37,0.674,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.674,0.543,0.674,0.652,0.609,0.37,2.0
0.587,0.174,0.609,0.261,0.565,0.304,0.543,0.37,0.543,0.435,0.652,0.283,0.674,0.37,0.674,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.652,0.565,0.674,0.652,0.609,0.37,2.0
0.587,0.174,0.609,0.261,0.565,0.304,0.565,0.37,0.565,0.413,0.652,0.283,0.674,0.37,0.674,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.652,0.565,0.652,0.652,0.609,0.37,2.0
0.587,0.174,0.609,0.261,0.565,0.304,0.543,0.37,0.543,0.413,0.652,0.283,0.674,0.37,0.674,0.435,0.609,0.457,0.609,0.565,0.63,0.652,0.652,0.457,0.652,0.565,0.652,0.652,0.609,0.37,2.0
0.587,0.174,0.609,0.261,0.565,0.304,0.543,0.37,0.543,0.435,0.652,0.283,0.674,0.37,0.674,0.435,0.587,0.457,0.609,0.565,0.63,0.674,0.63,0.457,0.652,0.565,0.652,0.652,0.609,0.37,2.0
0.587,0.174,0.609,0.261,0.565,0.304,0.543,0.37,0.522,0.413,0.652,0.283,0.674,0.37,0.674,0.435,0.587,0.457,0.609,0.565,0.63,0.674,0.63,0.457,0.63,0.565,0.63,0.674,0.609,0.37,2.0
0.587,0.174,0.609,0.261,0.565,0.304,0.543,0.37,0.522,0.413,0.652,0.283,0.674,0.37,0.674,0.435,0.587,0.457,0.609,0.565,0.63,0.674,0.63,0.457,0.63,0.565,0.63,0.652,0.609,0.37,2.0
0.587,0.174,0.587,0.261,0.565,0.304,0.543,0.37,0.522,0.435,0.652,0.283,0.674,0.37,0.674,0.435,0.587,0.457,0.609,0.565,0.63,0.674,0.63,0.457,0.63,0.565,0.63,0.674,0.609,0.37,2.0
0.587,0.174,0.587,0.261,0.565,0.283,0.543,0.37,0.522,0.413,0.652,0.283,0.652,0.37,0.674,0.435,0.587,0.457,0.609,0.565,0.63,0.652,0.63,0.457,0.63,0.565,0.63,0.674,0.609,0.37,2.0
0.587,0.174,0.587,0.261,0.543,0.304,0.543,0.37,0.522,0.435,0.63,0.283,0.652,0.348,0.674,0.435,0.587,0.457,0.609,0.565,0.63,0.652,0.63,0.457,0.63,0.565,0.609,0.674,0.609,0.37,2.0
0.587,0.174,0.587,0.261,0.543,0.304,0.543,0.37,0.522,0.435,0.63,0.283,0.652,0.37,0.674,0.435,0.587,0.457,0.609,0.565,0.609,0.652,0.63,0.457,0.63,0.565,0.609,0.674,0.609,0.37,2.0
0.587,0.174,0.587,0.261,0.543,0.304,0.543,0.37,0.522,0.435,0.63,0.283,0.652,0.37,0.674,0.435,0.587,0.457,0.609,0.543,0.609,0.652,0.63,0.457,0.63,0.543,0.609,0.652,0.609,0.37,2.0
0.587,0.174,0.587,0.261,0.543,0.304,0.543,0.37,0.543,0.435,0.63,0.283,0.652,0.348,0.652,0.391,0.587,0.457,0.609,0.565,0.609,0.652,0.63,0.457,0.609,0.565,0.609,0.674,0.609,0.37,2.0
0.587,0.174,0.587,0.261,0.543,0.304,0.543,0.37,0.543,0.435,0.63,0.283,0.652,0.37,0.652,0.435,0.587,0.457,0.609,0.565,0.609,0.652,0.63,0.457,0.609,0.565,0.609,0.674,0.587,0.37,2.0
0.587,0.174,0.587,0.261,0.543,0.283,0.543,0.37,0.543,0.435,0.63,0.283,0.652,0.37,0.652,0.457,0.587,0.457,0.609,0.565,0.609,0.674,0.63,0.457,0.609,0.565,0.609,0.674,0.587,0.37,2.0
0.587,0.152,0.587,0.261,0.543,0.283,0.543,0.37,0.543,0.435,0.63,0.283,0.652,0.37,0.652,0.457,0.587,0.457,0.587,0.565,0.609,0.674,0.63,0.457,0.609,0.565,0.609,0.674,0.587,0.37,2.0
0.587,0.152,0.587,0.239,0.543,0.283,0.543,0.37,0.543,0.435,0.63,0.283,0.652,0.37,0.652,0.435,0.565,0.457,0.587,0.565,0.609,0.674,0.609,0.457,0.63,0.565,0.609,0.674,0.587,0.37,2.0
0.587,0.152,0.587,0.239,0.543,0.283,0.522,0.37,0.543,0.435,0.63,0.283,0.652,0.37,0.652,0.457,0.565,0.457,0.587,0.565,0.609,0.674,0.609,0.457,0.609,0.565,0.609,0.674,0.587,0.37,2.0
0.587,0.152,0.587,0.239,0.543,0.283,0.522,0.37,0.543,0.457,0.63,0.283,0.652,0.37,0.652,0.457,0.565,0.457,0.587,0.587,0.609,0.674,0.609,0.457,0.609,0.565,0.609,0.696,0.587,0.37,2.0
0.587,0.152,0.587,0.239,0.543,0.283,0.522,0.37,0.522,0.435,0.63,0.283,0.652,0.37,0.652,0.457,0.565,0.457,0.565,0.587,0.609,0.674,0.609,0.457,0.609,0.565,0.609,0.696,0.587,0.37,2.0
0.565,0.152,0.587,0.239,0.543,0.283,0.522,0.37,0.543,0.457,0.63,0.283,0.652,0.37,0.652,0.457,0.565,0.457,0.565,0.587,0.609,0.674,0.609,0.457,0.609,0.565,0.609,0.674,0.587,0.37,2.0
0.565,0.152,0.587,0.239,0.522,0.283,0.522,0.37,0.543,0.457,0.63,0.283,0.652,0.37,0.652,0.457,0.565,0.478,0.565,0.587,0.609,0.674,0.609,0.457,0.609,0.587,0.609,0.674,0.587,0.37,2.0
0.565,0.152,0.565,0.239,0.522,0.283,0.522,0.37,0.522,0.457,0.63,0.283,0.652,0.37,0.652,0.457,0.565,0.457,0.565,0.587,0.587,0.674,0.609,0.457,0.609,0.587,0.609,0.674,0.587,0.37,2.0
0.565,0.152,0.565,0.239,0.522,0.283,0.522,0.37,0.5,0.457,0.63,0.283,0.652,0.37,0.652,0.457,0.543,0.457,0.565,0.587,0.587,0.674,0.609,0.457,0.609,0.587,0.609,0.696,0.565,0.37,2.0
0.565,0.152,0.565,0.239,0.522,0.283,0.522,0.37,0.5,0.457,0.609,0.283,0.63,0.37,0.63,0.457,0.543,0.457,0.543,0.587,0.587,0.674,0.609,0.457,0.609,0.587,0.609,0.696,0.565,0.37,2.0
0.543,0.152,0.565,0.239,0.522,0.283,0.522,0.37,0.5,0.457,0.609,0.283,0.63,0.37,0.63,0.457,0.543,0.457,0.543,0.587,0.565,0.674,0.609,0.457,0.609,0.587,0.609,0.696,0.565,0.37,2.0
0.543,0.152,0.565,0.239,0.522,0.283,0.5,0.37,0.5,0.457,0.609,0.283,0.63,0.348,0.63,0.457,0.543,0.457,0.543,0.587,0.565,0.696,0.587,0.457,0.609,0.587,0.609,0.696,0.565,0.37,2.0
0.543,0.152,0.565,0.239,0.522,0.283,0.5,0.37,0.478,0.457,0.609,0.283,0.63,0.348,0.63,0.457,0.543,0.457,0.543,0.587,0.565,0.696,0.587,0.457,0.587,0.587,0.609,0.696,0.565,0.37,2.0
0.543,0.152,0.543,0.239,0.522,0.283,0.5,0.37,0.478,0.435,0.609,0.283,0.63,0.348,0.63,0.457,0.543,0.457,0.543,0.587,0.543,0.696,0.587,0.457,0.587,0.587,0.609,0.696,0.565,0.37,2.0
0.522,0.152,0.543,0.239,0.5,0.283,0.5,0.37,0.478,0.457,0.609,0.283,0.63,0.37,0.63,0.457,0.522,0.457,0.522,0.587,0.543,0.696,0.587,0.457,0.587,0.587,0.609,0.696,0.565,0.37,2.0
0.522,0.152,0.543,0.239,0.5,0.283,0.5,0.37,0.457,0.435,0.587,0.283,0.63,0.37,0.609,0.457,0.522,0.478,0.522,0.587,0.543,0.696,0.587,0.457,0.587,0.587,0.609,0.696,0.543,0.37,2.0
0.522,0.152,0.543,0.239,0.5,0.283,0.5,0.37,0.457,0.435,0.587,0.283,0.609,0.37,0.609,0.457,0.522,0.478,0.522,0.587,0.543,0.717,0.565,0.478,0.587,0.587,0.609,0.696,0.543,0.37,0.0
0.5,0.152,0.543,0.239,0.5,0.283,0.478,0.37,0.457,0.435,0.587,0.283,0.609,0.37,0.609,0.457,0.522,0.478,0.522,0.587,0.543,0.717,0.565,0.478,0.565,0.587,0.609,0.696,0.543,0.37,0.0
0.5,0.152,0.522,0.261,0.5,0.283,0.478,0.37,0.435,0.457,0.587,0.283,0.609,0.37,0.609,0.457,0.522,0.478,0.5,0.609,0.543,0.717,0.565,0.478,0.565,0.609,0.587,0.674,0.543,0.37,0.0
0.5,0.152,0.522,0.261,0.5,0.283,0.478,0.37,0.435,0.457,0.565,0.283,0.609,0.37,0.587,0.478,0.5,0.478,0.5,0.609,0.543,0.717,0.565,0.478,0.543,0.609,0.587,0.674,0.543,0.391,0.0
0.478,0.152,0.522,0.261,0.478,0.304,0.457,0.37,0.413,0.457,0.565,0.283,0.587,0.37,0.587,0.478,0.5,0.478,0.5,0.609,0.543,0.717,0.543,0.478,0.522,0.609,0.587,0.674,0.522,0.391,0.0
0.478,0.174,0.522,0.261,0.478,0.304,0.457,0.391,0.413,0.457,0.565,0.304,0.587,0.391,0.587,0.478,0.5,0.478,0.5,0.609,0.543,0.717,0.543,0.478,0.522,0.609,0.587,0.674,0.522,0.391,0.0
0.478,0.174,0.5,0.283,0.478,0.304,0.457,0.391,0.413,0.457,0.565,0.304,0.587,0.391,0.565,0.5,0.5,0.5,0.5,0.609,0.543,0.717,0.543,0.5,0.5,0.609,0.565,0.696,0.522,0.413,0.0
0.457,0.174,0.5,0.283,0.478,0.326,0.457,0.391,0.391,0.478,0.543,0.304,0.587,0.413,0.565,0.522,0.5,0.478,0.478,0.609,0.543,0.717,0.543,0.5,0.5,0.609,0.543,0.717,0.522,0.413,0.0
0.457,0.196,0.5,0.283,0.478,0.326,0.435,0.413,0.391,0.478,0.543,0.326,0.587,0.413,0.565,0.522,0.5,0.5,0.478,0.609,0.543,0.717,0.543,0.5,0.478,0.609,0.543,0.717,0.522,0.413,0.0
0.435,0.196,0.5,0.304,0.457,0.326,0.435,0.413,0.391,0.478,0.543,0.326,0.587,0.435,0.543,0.543,0.5,0.5,0.478,0.63,0.522,0.717,0.522,0.5,0.478,0.63,0.543,0.717,0.522,0.413,0.0
0.435,0.217,0.478,0.326,0.457,0.348,0.435,0.435,0.391,0.5,0.522,0.326,0.565,0.435,0.543,0.565,0.5,0.5,0.478,0.63,0.522,0.739,0.543,0.5,0.478,0.63,0.522,0.739,0.522,0.435,0.0
0.435,0.239,0.478,0.326,0.457,0.37,0.435,0.435,0.391,0.5,0.522,0.348,0.565,0.457,0.543,0.587,0.5,0.522,0.457,0.63,0.543,0.717,0.543,0.522,0.457,0.63,0.522,0.761,0.5,0.435,0.0
0.413,0.261,0.478,0.348,0.457,0.37,0.435,0.435,0.391,0.522,0.522,0.37,0.565,0.478,0.522,0.587,0.5,0.543,0.457,0.63,0.522,0.717,0.522,0.543,0.457,0.652,0.522,0.761,0.5,0.457,0.0
0.413,0.283,0.478,0.37,0.457,0.391,0.435,0.457,0.37,0.543,0.5,0.391,0.543,0.5,0.522,0.609,0.5,0.543,0.457,0.652,0.522,0.717,0.522,0.543,0.457,0.652,0.522,0.761,0.5,0.478,0.0
0.391,0.304,0.457,0.391,0.457,0.413,0.413,0.5,0.37,0.565,0.5,0.413,0.543,0.522,0.5,0.652,0.5,0.565,0.457,0.652,0.522,0.717,0.543,0.565,0.435,0.652,0.522,0.761,0.5,0.5,0.0
0.391,0.326,0.457,0.413,0.457,0.435,0.413,0.5,0.391,0.587,0.5,0.457,0.522,0.565,0.5,0.674,0.5,0.565,0.435,0.652,0.522,0.739,0.543,0.587,0.435,0.652,0.522,0.761,0.5,0.522,0.0
0.37,0.348,0.457,0.435,0.435,0.457,0.413,0.522,0.37,0.609,0.478,0.457,0.522,0.587,0.478,0.696,0.5,0.587,0.435,0.674,0.522,0.739,0.543,0.587,0.478,0.696,0.5,0.761,0.5,0.522,0.0
0.37,0.37,0.435,0.457,0.413,0.478,0.413,0.565,0.37,0.63,0.478,0.5,0.5,0.609,0.478,0.717,0.5,0.587,0.435,0.674,0.522,0.739,0.543,0.609,0.478,0.717,0.435,0.848,0.5,0.543,0.0
0.348,0.413,0.435,0.5,0.413,0.5,0.391,0.587,0.37,0.674,0.478,0.5,0.5,0.63,0.457,0.761,0.522,0.609,0.413,0.674,0.522,0.739,0.543,0.63,0.413,0.696,0.478,0.761,0.478,0.565,0.0
0.348,0.435,0.413,0.522,0.413,0.522,0.391,0.609,0.37,0.717,0.457,0.543,0.478,0.652,0.435,0.826,0.5,0.63,0.413,0.696,0.522,0.739,0.543,0.63,0.413,0.696,0.457,0.804,0.478,0.587,0.0
0.326,0.457,0.413,0.543,0.391,0.543,0.391,0.652,0.37,0.739,0.457,0.565,0.478,0.696,0.413,0.87,0.5,0.652,0.413,0.696,0.522,0.739,0.543,0.652,0.413,0.717,0.478,0.804,0.478,0.609,0.0
0.326,0.478,0.413,0.565,0.391,0.565,0.37,0.674,0.37,0.783,0.457,0.587,0.457,0.696,0.413,0.913,0.5,0.652,0.0,0.0,0.522,0.739,0.543,0.674,0.457,0.761,0.5,0.783,0.478,0.609,0.0
0.304,0.522,0.391,0.587,0.391,0.587,0.37,0.696,0.37,0.804,0.435,0.609,0.435,0.783,0.413,0.957,0.478,0.674,0.0,0.0,0.522,0.783,0.522,0.696,0.435,0.804,0.478,0.783,0.457,0.63,0.0
0.283,0.565,0.391,0.609,0.391,0.609,0.37,0.739,0.37,0.87,0.413,0.63,0.457,0.804,0.413,0.978,0.457,0.696,0.0,0.0,0.0,0.0,0.522,0.717,0.478,0.783,0.0,0.0,0.457,0.674,0.0
0.261,0.587,0.37,0.63,0.391,0.63,0.37,0.783,0.348,0.913,0.413,0.652,0.478,0.826,0.435,0.978,0.435,0.717,0.0,0.0,0.0,0.0,0.522,0.717,0.0,0.0,0.0,0.0,0.457,0.696,0.0
0.239,0.63,0.37,0.674,0.37,0.674,0.37,0.804,0.348,0.935,0.413,0.674,0.478,0.848,0.435,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.717,0.0
0.239,0.652,0.348,0.674,0.37,0.674,0.37,0.804,0.348,0.935,0.391,0.696,0.478,0.87,0.435,0.978,0.5,0.761,0.0,0.0,0.0,0.0,0.522,0.783,0.0,0.0,0.0,0.0,0.457,0.739,0.0
0.217,0.761,0.348,0.717,0.348,0.674,0.37,0.826,0.348,0.935,0.413,0.761,0.5,0.87,0.435,0.978,0.478,0.783,0.0,0.0,0.0,0.0,0.522,0.783,0.0,0.0,0.0,0.0,0.435,0.739,0.0
0.217,0.783,0.348,0.761,0.348,0.696,0.348,0.848,0.348,0.935,0.413,0.804,0.5,0.891,0.435,0.978,0.457,0.761,0.0,0.0,0.0,0.0,0.5,0.761,0.522,0.848,0.0,0.0,0.435,0.761,0.0
